5.000744751474986982e-01 -3.624371025621319774e-04
5.043486159607252217e-01 -3.904601107982008266e-04
5.086227567739516342e-01 -2.126581644694442580e-04
5.128968975871781577e-01 1.075077370030223849e-04
5.171710384004046812e-01 4.501369862296915694e-04
5.214451792136310937e-01 6.840669711440927614e-04
5.257193200268576172e-01 7.172016428915640876e-04
5.299934608400840297e-01 5.326962110726194896e-04
5.342676016533105532e-01 1.968205490693794026e-04
5.385417424665369657e-01 -1.650103704724010145e-04
5.428158832797634892e-01 -4.153535284073849921e-04
5.470900240929900127e-01 -4.572621216573403979e-04
5.513641649062165362e-01 -2.721040941472858965e-04
5.556383057194430597e-01 7.210570249408478267e-05
5.599124465326694722e-01 4.455321660647011640e-04
5.641865873458958847e-01 7.054788224074421115e-04
5.684607281591224082e-01 7.510268289144148793e-04
5.727348689723489317e-01 5.624304246487070880e-04
5.770090097855753442e-01 2.098874516100476622e-04
5.812831505988018677e-01 -1.721497759179087489e-04
5.855572914120283912e-01 -4.357594311630896876e-04
5.898314322252549147e-01 -4.762717365839766546e-04
5.941055730384813272e-01 -2.731972448678747088e-04
5.983797138517078507e-01 1.006160129578872998e-04
6.026538546649342631e-01 5.055890356027058696e-04
6.069279954781607866e-01 7.880757242839596909e-04
6.112021362913871991e-01 8.392117147583643376e-04
6.154762771046137226e-01 6.374060333284283170e-04
6.197504179178402461e-01 2.578967441522199595e-04
6.240245587310667696e-01 -1.547809416601242036e-04
6.282986995442932932e-01 -4.413620469502171450e-04
6.325728403575197056e-01 -4.888613783461006994e-04
6.368469811707461181e-01 -2.746602461138043880e-04
6.411211219839726416e-01 1.235201163277195211e-04
6.453952627971991651e-01 5.560764043979702633e-04
6.496694036104255776e-01 8.580161549559460433e-04
6.539435444236521011e-01 9.121662458946540927e-04
6.582176852368786246e-01 6.948981927377643336e-04
6.624918260501051481e-01 2.865545821820057910e-04
6.667659668633315606e-01 -1.579198414169262227e-04
6.710401076765580841e-01 -4.674088053755134529e-04
6.753142484897844966e-01 -5.200703260955646945e-04
6.795883893030110201e-01 -2.907566187309355518e-04
6.838625301162374326e-01 1.380464456453986345e-04
6.881366709294639561e-01 6.064501099445548937e-04
6.924108117426904796e-01 9.375040697824884098e-04
6.966849525559170031e-01 1.004879393966665252e-03
7.009590933691435266e-01 7.820061361228734104e-04
7.052332341823699391e-01 3.535618548073536020e-04
7.095073749955963516e-01 -1.155859511173975266e-04
7.137815158088228751e-01 -4.426110314037553909e-04
7.180556566220493986e-01 -4.966503557249909778e-04
7.223297974352758111e-01 -2.496857759459588321e-04
7.266039382485023346e-01 2.113733055244615758e-04
7.308780790617288581e-01 7.165215982953204244e-04
7.351522198749553816e-01 1.076732113982464259e-03
7.394263606881817941e-01 1.156088564946285710e-03
7.437005015014083176e-01 9.244092603918017135e-04
7.479746423146347301e-01 4.699522908861467020e-04
7.522487831278612536e-01 -3.313350954274819411e-05
7.565229239410877771e-01 -3.906466952619620163e-04
7.607970647543141895e-01 -4.625834061776629277e-04
7.650712055675407131e-01 -2.174075056573237120e-04
7.693453463807672366e-01 2.547103387517677992e-04
7.736194871939937601e-01 7.752296579780736108e-04
7.778936280072201725e-01 1.144884866478497985e-03
7.821677688204465850e-01 1.220059672384325418e-03
