 (2.472229943079104487e+03+0.000000000000000000e+00j)  (3.837761856193170118e+00-1.776207406969040198e-02j)
 (2.444452078550125407e+03+0.000000000000000000e+00j)  (3.829138135782880425e+00-1.100476825719230549e-02j)
 (2.417291499899568862e+03+0.000000000000000000e+00j)  (3.826165017205521490e+00-3.854559854687299365e-04j)
 (2.390727857043529639e+03+0.000000000000000000e+00j)  (3.830030765689513839e+00+1.003986836943997381e-02j)
 (2.364741684684360735e+03+0.000000000000000000e+00j)  (3.839312700912654197e+00+1.629217744911144045e-02j)
 (2.339314354741517946e+03+0.000000000000000000e+00j)  (3.850521470644866717e+00+1.598971181928352317e-02j)
 (2.314428031818736144e+03+0.000000000000000000e+00j)  (3.859435260944296342e+00+9.257703571010003976e-03j)
 (2.290065631483801553e+03+0.000000000000000000e+00j)  (3.862713936953317884e+00-1.320330096425803741e-03j)
 (2.266210781155845325e+03+0.000000000000000000e+00j)  (3.859175993895260337e+00-1.169118049248991410e-02j)
 (2.242847783411970795e+03+0.000000000000000000e+00j)  (3.850250027710523160e+00-1.788250445525513613e-02j)
 (2.219961581540419957e+03+0.000000000000000000e+00j)  (3.839428002189313016e+00-1.752247531362089578e-02j)
 (2.197537727181425907e+03+0.000000000000000000e+00j)  (3.830929270256279384e+00-1.074737358261700429e-02j)
 (2.175562349909611385e+03+0.000000000000000000e+00j)  (3.828086165659356332e+00-1.499134869953077948e-04j)
 (2.154022128623378194e+03+0.000000000000000000e+00j)  (3.832068568074117998e+00+1.021212115019935404e-02j)
 (2.132904264617266108e+03+0.000000000000000000e+00j)  (3.841435351052212344e+00+1.636797754591356319e-02j)
 (2.112196456222924098e+03+0.000000000000000000e+00j)  (3.852684506373342810e+00+1.595326634861047449e-02j)
 (2.091886874913088377e+03+0.000000000000000000e+00j)  (3.861591837361047830e+00+9.115387337031740159e-03j)
 (2.071964142771058505e+03+0.000000000000000000e+00j)  (3.864826455904355917e+00-1.541471614461334448e-03j)
 (2.052417311235482885e+03+0.000000000000000000e+00j)  (3.861225288223262719e+00-1.195107025572093862e-02j)
 (2.033235841037020236e+03+0.000000000000000000e+00j)  (3.852239001193457302e+00-1.813947985064590096e-02j)
 (2.014409583249640264e+03+0.000000000000000000e+00j)  (3.841378484175127728e+00-1.774480471818486518e-02j)
 (1.995928761384964901e+03+0.000000000000000000e+00j)  (3.832873197325934900e+00-1.092102735867529241e-02j)
 (1.977783954463283408e+03+0.000000000000000000e+00j)  (3.830054192795290469e+00-2.800706712472636581e-04j)
 (1.959966080999650103e+03+0.000000000000000000e+00j)  (3.834080101534114160e+00+1.010613029730114514e-02j)
 (1.942466383847867519e+03+0.000000000000000000e+00j)  (3.843493445780292284e+00+1.626225643032828266e-02j)
 (1.925276415849213663e+03+0.000000000000000000e+00j)  (3.854777273058782594e+00+1.582982936876029326e-02j)
 (1.908388026236501446e+03+0.000000000000000000e+00j)  (3.863699612137367012e+00+8.969624122944894543e-03j)
 (1.891793347747488269e+03+0.000000000000000000e+00j)  (3.866931876428292725e+00-1.699091274144933330e-03j)
 (1.875484784404837683e+03+0.000000000000000000e+00j)  (3.863322369250457911e+00-1.209963393890526109e-02j)
 (1.859454999922744946e+03+0.000000000000000000e+00j)  (3.854337696503142840e+00-1.825682652159169028e-02j)
 (1.843696906703060904e+03+0.000000000000000000e+00j)  (3.843502911432454372e+00-1.781778817582388083e-02j)
 (1.828203655386228093e+03+0.000000000000000000e+00j)  (3.835054060565941558e+00-1.095295456721202647e-02j)
 (1.812968624924676305e+03+0.000000000000000000e+00j)  (3.832318090348594719e+00-2.924515981259966438e-04j)
 (1.797985413148439420e+03+0.000000000000000000e+00j)  (3.836439561603092852e+00+1.007830336225245919e-02j)
 (1.783247827794763907e+03+0.000000000000000000e+00j)  (3.845941268331989349e+00+1.618012618548361065e-02j)
 (1.768749877975293884e+03+0.000000000000000000e+00j)  (3.857287185052761025e+00+1.566185515358786695e-02j)
 (1.754485766056138573e+03+0.000000000000000000e+00j)  (3.866232958205381376e+00+8.700477499107560700e-03j)
 (1.740449879927689381e+03+0.000000000000000000e+00j)  (3.869447923357177022e+00-2.064870431533805985e-03j)
 (1.726636785642549057e+03+0.000000000000000000e+00j)  (3.865788592110053212e+00-1.254021708450261778e-02j)
 (1.713041220401268902e+03+0.000000000000000000e+00j)  (3.856736570128612929e+00-1.874063786205885582e-02j)
 (1.699658085866884221e+03+0.000000000000000000e+00j)  (3.845833167481364168e+00-1.831300544640502778e-02j)
 (1.686482441790396706e+03+0.000000000000000000e+00j)  (3.837326519903491384e+00-1.143541870152648202e-02j)
 (1.673509499930470383e+03+0.000000000000000000e+00j)  (3.834548212782491472e+00-7.492497364773118701e-04j)
 (1.660734618251611892e+03+0.000000000000000000e+00j)  (3.838639994912389941e+00+9.650478697911598833e-03j)
 (1.648153295386069431e+03+0.000000000000000000e+00j)  (3.848117501792176487e+00+1.578060532082652123e-02j)
 (1.635761165345572863e+03+0.000000000000000000e+00j)  (3.859438006462197812e+00+1.529277753024459174e-02j)
 (1.623553992469859395e+03+0.000000000000000000e+00j)  (3.868355341264098968e+00+8.371476006913163709e-03j)
 (1.611527666599712347e+03+0.000000000000000000e+00j)  (3.871544056055820082e+00-2.336447486176966050e-03j)
 (1.599678198462949922e+03+0.000000000000000000e+00j)  (3.867871759447308211e+00-1.273402869692924662e-02j)
 (1.588001715262490279e+03+0.000000000000000000e+00j)  (3.858832934123960889e+00-1.884138042008470793e-02j)
 (1.576494456456240187e+03+0.000000000000000000e+00j)  (3.847978036852028882e+00-1.831859112343350859e-02j)
 (1.565152769719144999e+03+0.000000000000000000e+00j)  (3.839555885110095712e+00-1.136183667636323814e-02j)
 (1.553973107078294106e+03+0.000000000000000000e+00j)  (3.836888296320773772e+00-6.297077014406861004e-04j)
 (1.542952021212490763e+03+0.000000000000000000e+00j)  (3.841098553718242492e+00+9.772478039503212574e-03j)
 (1.532086161908177019e+03+0.000000000000000000e+00j)  (3.850680206233023650e+00+1.586231363684026049e-02j)
 (1.521372272664063985e+03+0.000000000000000000e+00j)  (3.862071526072508476e+00+1.530379570063874865e-02j)
 (1.510807187437230368e+03+0.000000000000000000e+00j)  (3.871016401311793143e+00+8.301957667886021228e-03j)
 (1.500387827523870328e+03+0.000000000000000000e+00j)  (3.874191568477467928e+00-2.473826900805831553e-03j)
 (1.490111198568227110e+03+0.000000000000000000e+00j)  (3.870477991019564357e+00-1.290901864381063802e-02j)
 (1.479974387693613380e+03+0.000000000000000000e+00j)  (3.861389995559468602e+00-1.901625875038174401e-02j)
 (1.469974560749737520e+03+0.000000000000000000e+00j)  (3.850497656088430531e+00-1.845985199409186719e-02j)
 (1.460108959670880267e+03+0.000000000000000000e+00j)  (3.842062852380740079e+00-1.144938230804741150e-02j)
 (1.450374899939741226e+03+0.000000000000000000e+00j)  (3.839410239295193428e+00-6.604550241763453922e-04j)
 (1.440769768152060578e+03+0.000000000000000000e+00j)  (3.843655971797448334e+00+9.787540514095124933e-03j)
 (1.431291019677376198e+03+0.000000000000000000e+00j)  (3.853280489091718941e+00+1.590612046234126525e-02j)
 (1.421936176411511042e+03+0.000000000000000000e+00j)  (3.864709080504769467e+00+1.536287526429098646e-02j)
 (1.412702824616631005e+03+0.000000000000000000e+00j)  (3.873678616413568143e+00+8.373819198060171790e-03j)
 (1.403588612844910585e+03+0.000000000000000000e+00j)  (3.876868067323035572e+00-2.378620136479393452e-03j)
 (1.394591249942058994e+03+0.000000000000000000e+00j)  (3.873169313334510644e+00-1.277102535674115580e-02j)
 (1.385708503127141284e+03+0.000000000000000000e+00j)  (3.864112030358091587e+00-1.881605223825216777e-02j)
 (1.376938196145323673e+03+0.000000000000000000e+00j)  (3.853279739119491509e+00-1.818819187692002209e-02j)
 (1.368278207490321847e+03+0.000000000000000000e+00j)  (3.844939866008464158e+00-1.111461523983818013e-02j)
